,Date and Time,PM10,PM2.5,SO2,Site,location,date and time,date,time,daily mean,daily max,daily max mean
279473,18/12/2021 15:00,27.41,25.88,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-18 15:00:00,2021-12-18,15:00:00,20.356666666666666,25.88,45.509166666666665
279501,19/12/2021 19:00,31.79,31.11,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-19 19:00:00,2021-12-19,19:00:00,17.70875,31.11,45.509166666666665
279524,20/12/2021 18:00,23.97,20.95,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-20 18:00:00,2021-12-20,18:00:00,13.691249999999998,20.95,45.509166666666665
279549,21/12/2021 19:00,29.26,22.97,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-21 19:00:00,2021-12-21,19:00:00,13.802916666666674,22.97,45.509166666666665
279554,22/12/2021 00:00,18.35,15.52,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-22 00:00:00,2021-12-22,00:00:00,9.390416666666667,15.52,45.509166666666665
279595,23/12/2021 17:00,20.86,17.73,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-23 17:00:00,2021-12-23,17:00:00,7.04375,17.73,45.509166666666665
279622,24/12/2021 20:00,15.55,13.93,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-24 20:00:00,2021-12-24,20:00:00,8.581250000000002,13.93,45.509166666666665
279649,25/12/2021 23:00,10.89,9.67,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-25 23:00:00,2021-12-25,23:00:00,5.038749999999999,9.67,45.509166666666665
279668,26/12/2021 18:00,22.49,21.05,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-26 18:00:00,2021-12-26,18:00:00,6.446666666666666,21.05,45.509166666666665
279693,27/12/2021 19:00,37.98,36.24,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-27 19:00:00,2021-12-27,19:00:00,13.566666666666668,36.24,45.509166666666665
279698,28/12/2021 00:00,38.18,36.25,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-28 00:00:00,2021-12-28,00:00:00,17.77541666666667,36.25,45.509166666666665
279736,29/12/2021 14:00,27.83,20.35,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-29 14:00:00,2021-12-29,14:00:00,9.737499999999999,20.35,45.509166666666665
279767,30/12/2021 21:00,17.4,16.5,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-30 21:00:00,2021-12-30,21:00:00,5.507083333333334,16.5,45.509166666666665
279781,31/12/2021 11:00,24.8,20.32,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2021-12-31 11:00:00,2021-12-31,11:00:00,7.083749999999999,20.32,45.509166666666665
279813,01/01/2022 19:00,19.83,16.21,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-01 19:00:00,2022-01-01,19:00:00,11.614166666666668,16.21,45.509166666666665
279840,02/01/2022 22:00,27.22,19.66,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-02 22:00:00,2022-01-02,22:00:00,10.28375,19.66,45.509166666666665
279856,03/01/2022 14:00,27.17,20.77,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-03 14:00:00,2022-01-03,14:00:00,10.185416666666667,20.77,45.509166666666665
279886,04/01/2022 20:00,62.45,59.12,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-04 20:00:00,2022-01-04,20:00:00,14.159999999999997,59.12,45.509166666666665
279907,05/01/2022 17:00,27.62,24.45,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-05 17:00:00,2022-01-05,17:00:00,13.424166666666666,24.45,45.509166666666665
279934,06/01/2022 20:00,21.41,20.51,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-06 20:00:00,2022-01-06,20:00:00,8.014166666666666,20.51,45.509166666666665
279957,07/01/2022 19:00,50.64,46.96,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-07 19:00:00,2022-01-07,19:00:00,11.209999999999999,46.96,45.509166666666665
279983,08/01/2022 21:00,25.87,23.55,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-08 21:00:00,2022-01-08,21:00:00,11.494583333333333,23.55,45.509166666666665
280001,09/01/2022 15:00,50.35,41.02,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-09 15:00:00,2022-01-09,15:00:00,11.535416666666665,41.02,45.509166666666665
280015,10/01/2022 05:00,22.13,13.68,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-10 05:00:00,2022-01-10,05:00:00,5.593636363636364,13.68,45.509166666666665
280026,11/01/2022 22:00,20.71,15.65,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-11 22:00:00,2022-01-11,22:00:00,13.557999999999998,15.65,45.509166666666665
280045,12/01/2022 17:00,39.34,36.86,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-12 17:00:00,2022-01-12,17:00:00,10.367368421052632,36.86,45.509166666666665
280069,13/01/2022 20:00,16.89,14.57,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-13 20:00:00,2022-01-13,20:00:00,9.764583333333334,14.57,45.509166666666665
280093,14/01/2022 20:00,30.61,28.18,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-14 20:00:00,2022-01-14,20:00:00,15.197499999999998,28.18,45.509166666666665
280120,15/01/2022 23:00,32.27,30.67,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-15 23:00:00,2022-01-15,23:00:00,19.57375,30.67,45.509166666666665
280142,16/01/2022 21:00,131.73,127.38,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-16 21:00:00,2022-01-16,21:00:00,29.69333333333334,127.38,45.509166666666665
280154,17/01/2022 09:00,39.73,36.77,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-17 09:00:00,2022-01-17,09:00:00,19.268749999999997,36.77,45.509166666666665
280187,18/01/2022 18:00,16.42,14.7,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-18 18:00:00,2022-01-18,18:00:00,8.309166666666666,14.7,45.509166666666665
280213,19/01/2022 20:00,39.38,34.49,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-19 20:00:00,2022-01-19,20:00:00,10.987083333333336,34.49,45.509166666666665
280237,20/01/2022 20:00,102.63,95.88,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-20 20:00:00,2022-01-20,20:00:00,25.40416666666667,95.88,45.509166666666665
280242,21/01/2022 01:00,47.55,45.09,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-21 01:00:00,2022-01-21,01:00:00,14.836250000000001,45.09,45.509166666666665
280282,22/01/2022 17:00,27.82,26.62,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-22 17:00:00,2022-01-22,17:00:00,9.254583333333331,26.62,45.509166666666665
280311,23/01/2022 22:00,26.61,17.85,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-23 22:00:00,2022-01-23,22:00:00,7.329999999999999,17.85,45.509166666666665
280333,24/01/2022 20:00,41.3,30.28,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-24 20:00:00,2022-01-24,20:00:00,17.666249999999994,30.28,45.509166666666665
280356,25/01/2022 19:00,53.6,48.14,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-25 19:00:00,2022-01-25,19:00:00,21.02208333333333,48.14,45.509166666666665
280361,26/01/2022 00:00,22.86,19.03,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-26 00:00:00,2022-01-26,00:00:00,12.17416666666667,19.03,45.509166666666665
280405,27/01/2022 20:00,101.94,96.49,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-27 20:00:00,2022-01-27,20:00:00,17.369583333333335,96.49,45.509166666666665
280409,28/01/2022 00:00,49.76,46.42,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-28 00:00:00,2022-01-28,00:00:00,9.028695652173914,46.42,45.509166666666665
280455,29/01/2022 20:00,66.72,59.11,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-29 20:00:00,2022-01-29,20:00:00,18.2595652173913,59.11,45.509166666666665
280459,30/01/2022 00:00,40.14,33.19,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-30 00:00:00,2022-01-30,00:00:00,11.466666666666667,33.19,45.509166666666665
280499,31/01/2022 16:00,27.21,21.01,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-01-31 16:00:00,2022-01-31,16:00:00,11.365,21.01,45.509166666666665
280525,01/02/2022 18:00,12.62,11.83,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-01 18:00:00,2022-02-01,18:00:00,5.827083333333334,11.83,45.509166666666665
280550,02/02/2022 19:00,43.2,41.99,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-02 19:00:00,2022-02-02,19:00:00,11.054166666666665,41.99,45.509166666666665
280573,03/02/2022 18:00,29.72,18.39,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-03 18:00:00,2022-02-03,18:00:00,7.688333333333333,18.39,45.509166666666665
280598,04/02/2022 19:00,34.73,30.63,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-04 19:00:00,2022-02-04,19:00:00,10.305416666666668,30.63,45.509166666666665
280620,05/02/2022 17:00,17.7,14.93,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-05 17:00:00,2022-02-05,17:00:00,8.315416666666666,14.93,45.509166666666665
280649,06/02/2022 22:00,30.93,25.68,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-06 22:00:00,2022-02-06,22:00:00,9.163333333333332,25.68,45.509166666666665
280670,07/02/2022 19:00,24.13,17.82,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-07 19:00:00,2022-02-07,19:00:00,9.05625,17.82,45.509166666666665
280696,08/02/2022 21:00,26.53,26.08,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-08 21:00:00,2022-02-08,21:00:00,6.649583333333335,26.08,45.509166666666665
280718,09/02/2022 19:00,28.58,24.75,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-09 19:00:00,2022-02-09,19:00:00,9.414583333333335,24.75,45.509166666666665
280746,10/02/2022 22:00,34.72,30.92,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-10 22:00:00,2022-02-10,22:00:00,10.72391304347826,30.92,45.509166666666665
280748,11/02/2022 00:00,16.39,12.7,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-11 00:00:00,2022-02-11,00:00:00,6.468749999999999,12.7,45.509166666666665
280790,12/02/2022 18:00,24.59,17.02,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-12 18:00:00,2022-02-12,18:00:00,7.289583333333334,17.02,45.509166666666665
280815,13/02/2022 19:00,16.09,15.07,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-13 19:00:00,2022-02-13,19:00:00,5.969999999999999,15.07,45.509166666666665
280839,14/02/2022 19:00,45.09,41.18,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-14 19:00:00,2022-02-14,19:00:00,8.628333333333334,41.18,45.509166666666665
280860,15/02/2022 16:00,36.96,29.92,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-15 16:00:00,2022-02-15,16:00:00,10.250833333333334,29.92,45.509166666666665
280874,16/02/2022 06:00,32.47,21.02,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-16 06:00:00,2022-02-16,06:00:00,12.452499999999999,21.02,45.509166666666665
280912,17/02/2022 20:00,23.89,16.89,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-17 20:00:00,2022-02-17,20:00:00,7.9191666666666665,16.89,45.509166666666665
280933,18/02/2022 17:00,22.48,19.55,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-18 17:00:00,2022-02-18,17:00:00,5.585652173913044,19.55,45.509166666666665
280942,19/02/2022 01:00,24.38,21.2,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-19 01:00:00,2022-02-19,01:00:00,8.574583333333331,21.2,45.509166666666665
280965,20/02/2022 00:00,30.83,21.22,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-20 00:00:00,2022-02-20,00:00:00,10.657083333333334,21.22,45.509166666666665
281007,21/02/2022 18:00,42.84,27.61,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-21 18:00:00,2022-02-21,18:00:00,14.131666666666666,27.61,45.509166666666665
281032,22/02/2022 19:00,25.82,19.24,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-22 19:00:00,2022-02-22,19:00:00,10.090416666666664,19.24,45.509166666666665
281059,23/02/2022 22:00,18.44,13.96,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-23 22:00:00,2022-02-23,22:00:00,7.577083333333335,13.96,45.509166666666665
281083,24/02/2022 22:00,17.8,16.43,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-24 22:00:00,2022-02-24,22:00:00,6.977500000000002,16.43,45.509166666666665
281085,25/02/2022 00:00,16.77,14.47,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-25 00:00:00,2022-02-25,00:00:00,7.160416666666666,14.47,45.509166666666665
281128,26/02/2022 19:00,17.71,12.13,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-26 19:00:00,2022-02-26,19:00:00,5.927916666666667,12.13,45.509166666666665
281135,27/02/2022 02:00,19.22,11.07,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-27 02:00:00,2022-02-27,02:00:00,7.511666666666666,11.07,45.509166666666665
281179,28/02/2022 22:00,75.26,69.73,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-02-28 22:00:00,2022-02-28,22:00:00,16.008750000000003,69.73,45.509166666666665
281181,01/03/2022 00:00,56.08,50.82,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-01 00:00:00,2022-03-01,00:00:00,19.856249999999996,50.82,45.509166666666665
281210,02/03/2022 05:00,14.95,11.98,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-02 05:00:00,2022-03-02,05:00:00,6.164583333333333,11.98,45.509166666666665
281251,03/03/2022 22:00,22.28,20.91,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-03 22:00:00,2022-03-03,22:00:00,9.665416666666667,20.91,45.509166666666665
281273,04/03/2022 20:00,113.09,107.94,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-04 20:00:00,2022-03-04,20:00:00,18.890833333333333,107.94,45.509166666666665
281300,05/03/2022 23:00,239.13,231.67,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-05 23:00:00,2022-03-05,23:00:00,45.509166666666665,231.67,45.509166666666665
281301,06/03/2022 00:00,163.05,157.4,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-06 00:00:00,2022-03-06,00:00:00,27.345416666666654,157.4,45.509166666666665
281325,07/03/2022 00:00,19.96,14.9,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-07 00:00:00,2022-03-07,00:00:00,8.027500000000002,14.9,45.509166666666665
281355,08/03/2022 06:00,29.96,25.86,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-08 06:00:00,2022-03-08,06:00:00,13.876250000000004,25.86,45.509166666666665
281396,09/03/2022 23:00,119.14,117.47,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-09 23:00:00,2022-03-09,23:00:00,17.057916666666667,117.47,45.509166666666665
281397,10/03/2022 00:00,51.61,50.77,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-10 00:00:00,2022-03-10,00:00:00,12.331249999999997,50.77,45.509166666666665
281440,11/03/2022 19:00,29.3,27.13,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-11 19:00:00,2022-03-11,19:00:00,8.038333333333334,27.13,45.509166666666665
281448,12/03/2022 03:00,14.52,11.64,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12 03:00:00,2022-03-12,03:00:00,6.1525,11.64,45.509166666666665
281489,13/03/2022 20:00,31.4,24.9,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13 20:00:00,2022-03-13,20:00:00,7.32875,24.9,45.509166666666665
281513,14/03/2022 20:00,65.65,58.3,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-14 20:00:00,2022-03-14,20:00:00,10.600416666666666,58.3,45.509166666666665
281537,14/03/2021 20:00,38.47,26.7,,EPA-71,"Tralee Library, Co. Kerry",2021-03-14 20:00:00,2021-03-14,20:00:00,14.06875,26.7,55.09666666666667
281563,15/03/2021 22:00,135.66,126.36,,EPA-71,"Tralee Library, Co. Kerry",2021-03-15 22:00:00,2021-03-15,22:00:00,25.24083333333333,126.36,55.09666666666667
281588,16/03/2021 23:00,60.85,59.38,,EPA-71,"Tralee Library, Co. Kerry",2021-03-16 23:00:00,2021-03-16,23:00:00,9.996666666666668,59.38,55.09666666666667
281607,17/03/2021 18:00,58.08,47.1,,EPA-71,"Tralee Library, Co. Kerry",2021-03-17 18:00:00,2021-03-17,18:00:00,15.248750000000001,47.1,55.09666666666667
281631,18/03/2021 18:00,36.41,32.55,,EPA-71,"Tralee Library, Co. Kerry",2021-03-18 18:00:00,2021-03-18,18:00:00,7.15875,32.55,55.09666666666667
281660,19/03/2021 23:00,72.82,64.66,,EPA-71,"Tralee Library, Co. Kerry",2021-03-19 23:00:00,2021-03-19,23:00:00,13.146666666666667,64.66,55.09666666666667
281661,20/03/2021 00:00,103.84,84.25,,EPA-71,"Tralee Library, Co. Kerry",2021-03-20 00:00:00,2021-03-20,00:00:00,20.142916666666668,84.25,55.09666666666667
281704,21/03/2021 19:00,35.28,32.18,,EPA-71,"Tralee Library, Co. Kerry",2021-03-21 19:00:00,2021-03-21,19:00:00,8.7625,32.18,55.09666666666667
281729,22/03/2021 20:00,33.63,31.48,,EPA-71,"Tralee Library, Co. Kerry",2021-03-22 20:00:00,2021-03-22,20:00:00,5.707083333333333,31.48,55.09666666666667
281756,23/03/2021 23:00,33.66,23.32,,EPA-71,"Tralee Library, Co. Kerry",2021-03-23 23:00:00,2021-03-23,23:00:00,5.824583333333334,23.32,55.09666666666667
281778,24/03/2021 21:00,149.16,140.53,,EPA-71,"Tralee Library, Co. Kerry",2021-03-24 21:00:00,2021-03-24,21:00:00,18.72541666666667,140.53,55.09666666666667
281801,25/03/2021 20:00,21.04,11.86,,EPA-71,"Tralee Library, Co. Kerry",2021-03-25 20:00:00,2021-03-25,20:00:00,6.550416666666666,11.86,55.09666666666667
281823,26/03/2021 18:00,28.77,17.13,,EPA-71,"Tralee Library, Co. Kerry",2021-03-26 18:00:00,2021-03-26,18:00:00,7.467916666666665,17.13,55.09666666666667
281829,27/03/2021 00:00,22.16,11.24,,EPA-71,"Tralee Library, Co. Kerry",2021-03-27 00:00:00,2021-03-27,00:00:00,5.991666666666667,11.24,55.09666666666667
281857,28/03/2021 04:00,24.09,14.51,,EPA-71,"Tralee Library, Co. Kerry",2021-03-28 04:00:00,2021-03-28,04:00:00,6.91590909090909,14.51,55.09666666666667
281898,29/03/2021 21:00,22.52,17.58,,EPA-71,"Tralee Library, Co. Kerry",2021-03-29 21:00:00,2021-03-29,21:00:00,6.808333333333333,17.58,55.09666666666667
281923,30/03/2021 22:00,36.8,32.81,,EPA-71,"Tralee Library, Co. Kerry",2021-03-30 22:00:00,2021-03-30,22:00:00,7.57,32.81,55.09666666666667
281945,31/03/2021 20:00,40.03,36.71,,EPA-71,"Tralee Library, Co. Kerry",2021-03-31 20:00:00,2021-03-31,20:00:00,7.545416666666668,36.71,55.09666666666667
281970,01/04/2021 21:00,52.99,43.65,,EPA-71,"Tralee Library, Co. Kerry",2021-04-01 21:00:00,2021-04-01,21:00:00,22.125,43.65,55.09666666666667
281995,02/04/2021 22:00,35.95,29.47,,EPA-71,"Tralee Library, Co. Kerry",2021-04-02 22:00:00,2021-04-02,22:00:00,21.093043478260874,29.47,55.09666666666667
281998,03/04/2021 00:00,26.44,20.45,,EPA-71,"Tralee Library, Co. Kerry",2021-04-03 00:00:00,2021-04-03,00:00:00,12.222499999999998,20.45,55.09666666666667
282041,04/04/2021 19:00,49.38,44.2,,EPA-71,"Tralee Library, Co. Kerry",2021-04-04 19:00:00,2021-04-04,19:00:00,14.477500000000001,44.2,55.09666666666667
282068,05/04/2021 22:00,37.97,31.92,,EPA-71,"Tralee Library, Co. Kerry",2021-04-05 22:00:00,2021-04-05,22:00:00,11.046666666666665,31.92,55.09666666666667
282090,06/04/2021 20:00,43.96,28.26,,EPA-71,"Tralee Library, Co. Kerry",2021-04-06 20:00:00,2021-04-06,20:00:00,10.058749999999998,28.26,55.09666666666667
282114,07/04/2021 20:00,31.94,26.24,,EPA-71,"Tralee Library, Co. Kerry",2021-04-07 20:00:00,2021-04-07,20:00:00,8.115833333333335,26.24,55.09666666666667
282119,08/04/2021 01:00,42.35,37.25,,EPA-71,"Tralee Library, Co. Kerry",2021-04-08 01:00:00,2021-04-08,01:00:00,6.226956521739129,37.25,55.09666666666667
282166,09/04/2021 23:00,50.12,47.27,,EPA-71,"Tralee Library, Co. Kerry",2021-04-09 23:00:00,2021-04-09,23:00:00,11.745833333333335,47.27,55.09666666666667
282188,10/04/2021 21:00,46.77,36.87,,EPA-71,"Tralee Library, Co. Kerry",2021-04-10 21:00:00,2021-04-10,21:00:00,12.25,36.87,55.09666666666667
282211,11/04/2021 20:00,42.93,39.66,,EPA-71,"Tralee Library, Co. Kerry",2021-04-11 20:00:00,2021-04-11,20:00:00,8.3,39.66,55.09666666666667
282238,12/04/2021 23:00,60.0,53.96,,EPA-71,"Tralee Library, Co. Kerry",2021-04-12 23:00:00,2021-04-12,23:00:00,8.738750000000001,53.96,55.09666666666667
282239,13/04/2021 00:00,56.36,51.81,,EPA-71,"Tralee Library, Co. Kerry",2021-04-13 00:00:00,2021-04-13,00:00:00,10.512916666666666,51.81,55.09666666666667
282286,14/04/2021 22:00,69.12,60.55,,EPA-71,"Tralee Library, Co. Kerry",2021-04-14 22:00:00,2021-04-14,22:00:00,13.796086956521739,60.55,55.09666666666667
282311,15/04/2021 23:00,41.03,36.68,,EPA-71,"Tralee Library, Co. Kerry",2021-04-15 23:00:00,2021-04-15,23:00:00,12.616666666666667,36.68,55.09666666666667
282334,16/04/2021 22:00,56.39,49.61,,EPA-71,"Tralee Library, Co. Kerry",2021-04-16 22:00:00,2021-04-16,22:00:00,13.464166666666669,49.61,55.09666666666667
282357,17/04/2021 21:00,31.17,28.9,,EPA-71,"Tralee Library, Co. Kerry",2021-04-17 21:00:00,2021-04-17,21:00:00,10.77875,28.9,55.09666666666667
282381,18/04/2021 21:00,32.22,28.43,,EPA-71,"Tralee Library, Co. Kerry",2021-04-18 21:00:00,2021-04-18,21:00:00,5.345454545454545,28.43,55.09666666666667
282405,21/04/2021 23:00,36.16,29.75,,EPA-71,"Tralee Library, Co. Kerry",2021-04-21 23:00:00,2021-04-21,23:00:00,16.74590909090909,29.75,55.09666666666667
282407,22/04/2021 01:00,45.04,39.79,,EPA-71,"Tralee Library, Co. Kerry",2021-04-22 01:00:00,2021-04-22,01:00:00,22.97458333333334,39.79,55.09666666666667
282441,23/04/2021 11:00,31.43,22.13,,EPA-71,"Tralee Library, Co. Kerry",2021-04-23 11:00:00,2021-04-23,11:00:00,13.443333333333335,22.13,55.09666666666667
282476,24/04/2021 22:00,43.24,35.16,,EPA-71,"Tralee Library, Co. Kerry",2021-04-24 22:00:00,2021-04-24,22:00:00,17.228333333333328,35.16,55.09666666666667
282501,25/04/2021 23:00,39.9,28.92,,EPA-71,"Tralee Library, Co. Kerry",2021-04-25 23:00:00,2021-04-25,23:00:00,12.103750000000003,28.92,55.09666666666667
282502,26/04/2021 00:00,21.93,17.54,,EPA-71,"Tralee Library, Co. Kerry",2021-04-26 00:00:00,2021-04-26,00:00:00,10.621666666666664,17.54,55.09666666666667
282547,27/04/2021 21:00,30.18,23.78,,EPA-71,"Tralee Library, Co. Kerry",2021-04-27 21:00:00,2021-04-27,21:00:00,9.144166666666665,23.78,55.09666666666667
282571,28/04/2021 21:00,36.88,27.72,,EPA-71,"Tralee Library, Co. Kerry",2021-04-28 21:00:00,2021-04-28,21:00:00,8.712916666666667,27.72,55.09666666666667
282578,29/04/2021 04:00,39.17,35.32,,EPA-71,"Tralee Library, Co. Kerry",2021-04-29 04:00:00,2021-04-29,04:00:00,9.36608695652174,35.32,55.09666666666667
282622,30/04/2021 23:00,44.88,42.59,,EPA-71,"Tralee Library, Co. Kerry",2021-04-30 23:00:00,2021-04-30,23:00:00,12.710416666666665,42.59,55.09666666666667
282645,01/05/2021 22:00,87.12,77.22,,EPA-71,"Tralee Library, Co. Kerry",2021-05-01 22:00:00,2021-05-01,22:00:00,14.504166666666665,77.22,55.09666666666667
282648,02/05/2021 01:00,52.33,48.44,,EPA-71,"Tralee Library, Co. Kerry",2021-05-02 01:00:00,2021-05-02,01:00:00,9.038749999999999,48.44,55.09666666666667
282690,03/05/2021 19:00,27.14,15.15,,EPA-71,"Tralee Library, Co. Kerry",2021-05-03 19:00:00,2021-05-03,19:00:00,6.8591666666666695,15.15,55.09666666666667
282715,04/05/2021 20:00,27.75,19.81,,EPA-71,"Tralee Library, Co. Kerry",2021-05-04 20:00:00,2021-05-04,20:00:00,8.309166666666666,19.81,55.09666666666667
282740,05/05/2021 21:00,29.62,24.69,,EPA-71,"Tralee Library, Co. Kerry",2021-05-05 21:00:00,2021-05-05,21:00:00,7.1325,24.69,55.09666666666667
282764,06/05/2021 21:00,26.83,19.14,,EPA-71,"Tralee Library, Co. Kerry",2021-05-06 21:00:00,2021-05-06,21:00:00,7.259166666666666,19.14,55.09666666666667
282768,07/05/2021 01:00,31.24,24.02,,EPA-71,"Tralee Library, Co. Kerry",2021-05-07 01:00:00,2021-05-07,01:00:00,7.662083333333331,24.02,55.09666666666667
282813,08/05/2021 22:00,19.57,13.51,,EPA-71,"Tralee Library, Co. Kerry",2021-05-08 22:00:00,2021-05-08,22:00:00,6.5025,13.51,55.09666666666667
282836,09/05/2021 21:00,15.94,10.89,,EPA-71,"Tralee Library, Co. Kerry",2021-05-09 21:00:00,2021-05-09,21:00:00,6.109166666666666,10.89,55.09666666666667
282853,10/05/2021 14:00,12.47,6.44,,EPA-71,"Tralee Library, Co. Kerry",2021-05-10 14:00:00,2021-05-10,14:00:00,3.8062500000000004,6.44,55.09666666666667
282883,11/05/2021 20:00,20.16,19.06,,EPA-71,"Tralee Library, Co. Kerry",2021-05-11 20:00:00,2021-05-11,20:00:00,5.0008333333333335,19.06,55.09666666666667
282908,12/05/2021 21:00,32.54,27.88,,EPA-71,"Tralee Library, Co. Kerry",2021-05-12 21:00:00,2021-05-12,21:00:00,6.564583333333332,27.88,55.09666666666667
282913,13/05/2021 02:00,20.15,16.68,,EPA-71,"Tralee Library, Co. Kerry",2021-05-13 02:00:00,2021-05-13,02:00:00,7.024166666666667,16.68,55.09666666666667
