,Date and Time,PM10,PM2.5,SO2,Site,location,date and time,date,time,daily mean,daily max,daily max mean
225806,18/09/2021 20:00,12.29,8.58,,EPA-63,Wexford Opera House,2021-09-18 20:00:00,2021-09-18,20:00:00,4.812083333333333,8.58,57.5025
225827,19/09/2021 17:00,15.4,12.44,,EPA-63,Wexford Opera House,2021-09-19 17:00:00,2021-09-19,17:00:00,4.135416666666667,12.44,57.5025
225854,20/09/2021 20:00,14.49,9.74,,EPA-63,Wexford Opera House,2021-09-20 20:00:00,2021-09-20,20:00:00,4.56875,9.74,57.5025
225867,21/09/2021 09:00,13.93,7.43,,EPA-63,Wexford Opera House,2021-09-21 09:00:00,2021-09-21,09:00:00,5.978333333333334,7.43,57.5025
225902,22/09/2021 20:00,10.92,7.74,,EPA-63,Wexford Opera House,2021-09-22 20:00:00,2021-09-22,20:00:00,3.1337500000000005,7.74,57.5025
225923,23/09/2021 17:00,11.87,8.05,,EPA-63,Wexford Opera House,2021-09-23 17:00:00,2021-09-23,17:00:00,3.8137499999999993,8.05,57.5025
225951,24/09/2021 21:00,8.63,7.41,,EPA-63,Wexford Opera House,2021-09-24 21:00:00,2021-09-24,21:00:00,2.598333333333333,7.41,57.5025
225965,25/09/2021 11:00,7.81,5.61,,EPA-63,Wexford Opera House,2021-09-25 11:00:00,2021-09-25,11:00:00,2.3962499999999993,5.61,57.5025
225993,26/09/2021 15:00,12.96,6.83,,EPA-63,Wexford Opera House,2021-09-26 15:00:00,2021-09-26,15:00:00,3.279583333333333,6.83,57.5025
226025,27/09/2021 23:00,16.17,10.78,,EPA-63,Wexford Opera House,2021-09-27 23:00:00,2021-09-27,23:00:00,3.0841666666666665,10.78,57.5025
226046,28/09/2021 20:00,18.96,16.78,,EPA-63,Wexford Opera House,2021-09-28 20:00:00,2021-09-28,20:00:00,4.785416666666667,16.78,57.5025
226070,29/09/2021 20:00,17.8,12.61,,EPA-63,Wexford Opera House,2021-09-29 20:00:00,2021-09-29,20:00:00,3.8100000000000005,12.61,57.5025
226096,30/09/2021 22:00,25.67,15.07,,EPA-63,Wexford Opera House,2021-09-30 22:00:00,2021-09-30,22:00:00,7.5275,15.07,57.5025
226120,01/10/2021 21:00,27.75,22.83,,EPA-63,Wexford Opera House,2021-10-01 21:00:00,2021-10-01,21:00:00,6.148695652173912,22.83,57.5025
226143,02/10/2021 20:00,17.99,15.17,,EPA-63,Wexford Opera House,2021-10-02 20:00:00,2021-10-02,20:00:00,4.90125,15.17,57.5025
226168,03/10/2021 21:00,17.43,14.31,,EPA-63,Wexford Opera House,2021-10-03 21:00:00,2021-10-03,21:00:00,4.5725,14.31,57.5025
226189,04/10/2021 18:00,17.51,15.06,,EPA-63,Wexford Opera House,2021-10-04 18:00:00,2021-10-04,18:00:00,4.9070833333333335,15.06,57.5025
226216,05/10/2021 21:00,34.27,31.59,,EPA-63,Wexford Opera House,2021-10-05 21:00:00,2021-10-05,21:00:00,5.082083333333333,31.59,57.5025
226239,06/10/2021 20:00,7.35,6.78,,EPA-63,Wexford Opera House,2021-10-06 20:00:00,2021-10-06,20:00:00,3.879583333333333,6.78,57.5025
226262,07/10/2021 19:00,17.28,11.02,,EPA-63,Wexford Opera House,2021-10-07 19:00:00,2021-10-07,19:00:00,5.6725,11.02,57.5025
226289,08/10/2021 22:00,14.5,10.4,,EPA-63,Wexford Opera House,2021-10-08 22:00:00,2021-10-08,22:00:00,7.894166666666666,10.4,57.5025
226311,09/10/2021 20:00,55.25,51.72,,EPA-63,Wexford Opera House,2021-10-09 20:00:00,2021-10-09,20:00:00,9.047916666666667,51.72,57.5025
226337,10/10/2021 22:00,41.58,37.73,,EPA-63,Wexford Opera House,2021-10-10 22:00:00,2021-10-10,22:00:00,9.383333333333333,37.73,57.5025
226362,11/10/2021 23:00,25.96,21.18,,EPA-63,Wexford Opera House,2021-10-11 23:00:00,2021-10-11,23:00:00,9.560416666666667,21.18,57.5025
226383,12/10/2021 20:00,37.21,34.75,,EPA-63,Wexford Opera House,2021-10-12 20:00:00,2021-10-12,20:00:00,8.281666666666668,34.75,57.5025
226408,13/10/2021 21:00,58.36,52.9,,EPA-63,Wexford Opera House,2021-10-13 21:00:00,2021-10-13,21:00:00,10.454166666666667,52.9,57.5025
226430,14/10/2021 19:00,16.59,12.25,,EPA-63,Wexford Opera House,2021-10-14 19:00:00,2021-10-14,19:00:00,5.937500000000001,12.25,57.5025
226459,15/10/2021 23:00,24.38,20.45,,EPA-63,Wexford Opera House,2021-10-15 23:00:00,2021-10-15,23:00:00,6.768823529411765,20.45,57.5025
226466,16/10/2021 06:00,19.19,16.73,,EPA-63,Wexford Opera House,2021-10-16 06:00:00,2021-10-16,06:00:00,7.243636363636363,16.73,57.5025
226504,17/10/2021 20:00,14.38,10.86,,EPA-63,Wexford Opera House,2021-10-17 20:00:00,2021-10-17,20:00:00,5.712916666666665,10.86,57.5025
226529,18/10/2021 21:00,14.67,10.22,,EPA-63,Wexford Opera House,2021-10-18 21:00:00,2021-10-18,21:00:00,5.093333333333333,10.22,57.5025
226552,19/10/2021 20:00,29.4,19.55,,EPA-63,Wexford Opera House,2021-10-19 20:00:00,2021-10-19,20:00:00,6.589999999999999,19.55,57.5025
226575,20/10/2021 19:00,26.21,20.76,,EPA-63,Wexford Opera House,2021-10-20 19:00:00,2021-10-20,19:00:00,7.394583333333334,20.76,57.5025
226600,21/10/2021 20:00,42.04,36.37,,EPA-63,Wexford Opera House,2021-10-21 20:00:00,2021-10-21,20:00:00,8.043333333333333,36.37,57.5025
226625,22/10/2021 21:00,43.3,39.33,,EPA-63,Wexford Opera House,2021-10-22 21:00:00,2021-10-22,21:00:00,9.233333333333333,39.33,57.5025
226647,23/10/2021 19:00,20.81,12.91,,EPA-63,Wexford Opera House,2021-10-23 19:00:00,2021-10-23,19:00:00,5.976666666666667,12.91,57.5025
226672,24/10/2021 20:00,22.33,14.51,,EPA-63,Wexford Opera House,2021-10-24 20:00:00,2021-10-24,20:00:00,9.647083333333333,14.51,57.5025
226699,25/10/2021 23:00,24.65,21.9,,EPA-63,Wexford Opera House,2021-10-25 23:00:00,2021-10-25,23:00:00,8.338333333333333,21.9,57.5025
226719,26/10/2021 19:00,18.93,12.51,,EPA-63,Wexford Opera House,2021-10-26 19:00:00,2021-10-26,19:00:00,7.856249999999999,12.51,57.5025
226744,27/10/2021 20:00,20.53,13.92,,EPA-63,Wexford Opera House,2021-10-27 20:00:00,2021-10-27,20:00:00,9.089999999999998,13.92,57.5025
226768,28/10/2021 20:00,26.73,18.77,,EPA-63,Wexford Opera House,2021-10-28 20:00:00,2021-10-28,20:00:00,6.529166666666666,18.77,57.5025
226790,29/10/2021 18:00,21.06,16.47,,EPA-63,Wexford Opera House,2021-10-29 18:00:00,2021-10-29,18:00:00,4.930416666666667,16.47,57.5025
226815,30/10/2021 19:00,32.08,27.65,,EPA-63,Wexford Opera House,2021-10-30 19:00:00,2021-10-30,19:00:00,5.745833333333333,27.65,57.5025
226840,31/10/2021 20:00,13.49,11.19,,EPA-63,Wexford Opera House,2021-10-31 20:00:00,2021-10-31,20:00:00,5.560416666666668,11.19,57.5025
226864,01/11/2021 20:00,30.78,29.17,,EPA-63,Wexford Opera House,2021-11-01 20:00:00,2021-11-01,20:00:00,7.248333333333332,29.17,57.5025
226887,02/11/2021 19:00,44.43,40.94,,EPA-63,Wexford Opera House,2021-11-02 19:00:00,2021-11-02,19:00:00,10.816250000000002,40.94,57.5025
226910,03/11/2021 18:00,13.83,11.69,,EPA-63,Wexford Opera House,2021-11-03 18:00:00,2021-11-03,18:00:00,5.240833333333334,11.69,57.5025
226935,04/11/2021 19:00,51.68,48.34,,EPA-63,Wexford Opera House,2021-11-04 19:00:00,2021-11-04,19:00:00,9.800416666666667,48.34,57.5025
226960,05/11/2021 20:00,60.5,57.19,,EPA-63,Wexford Opera House,2021-11-05 20:00:00,2021-11-05,20:00:00,13.933750000000003,57.19,57.5025
226985,06/11/2021 21:00,39.08,30.14,,EPA-63,Wexford Opera House,2021-11-06 21:00:00,2021-11-06,21:00:00,8.502083333333331,30.14,57.5025
227006,07/11/2021 18:00,106.09,96.44,,EPA-63,Wexford Opera House,2021-11-07 18:00:00,2021-11-07,18:00:00,19.519166666666667,96.44,57.5025
227032,08/11/2021 20:00,24.81,17.74,,EPA-63,Wexford Opera House,2021-11-08 20:00:00,2021-11-08,20:00:00,7.762083333333334,17.74,57.5025
227056,09/11/2021 20:00,69.23,65.88,,EPA-63,Wexford Opera House,2021-11-09 20:00:00,2021-11-09,20:00:00,10.003750000000002,65.88,57.5025
227080,10/11/2021 20:00,97.42,91.52,,EPA-63,Wexford Opera House,2021-11-10 20:00:00,2021-11-10,20:00:00,24.04375,91.52,57.5025
227085,11/11/2021 01:00,39.35,35.54,,EPA-63,Wexford Opera House,2021-11-11 01:00:00,2021-11-11,01:00:00,8.885833333333332,35.54,57.5025
227115,12/11/2021 07:00,31.71,18.38,,EPA-63,Wexford Opera House,2021-11-12 07:00:00,2021-11-12,07:00:00,10.631666666666668,18.38,57.5025
227152,13/11/2021 20:00,37.55,34.35,,EPA-63,Wexford Opera House,2021-11-13 20:00:00,2021-11-13,20:00:00,9.372083333333334,34.35,57.5025
227175,14/11/2021 19:00,33.79,31.87,,EPA-63,Wexford Opera House,2021-11-14 19:00:00,2021-11-14,19:00:00,11.079583333333332,31.87,57.5025
227200,15/11/2021 20:00,53.96,51.54,,EPA-63,Wexford Opera House,2021-11-15 20:00:00,2021-11-15,20:00:00,10.296249999999999,51.54,57.5025
227227,16/11/2021 23:00,26.01,20.57,,EPA-63,Wexford Opera House,2021-11-16 23:00:00,2021-11-16,23:00:00,8.184583333333334,20.57,57.5025
227245,17/11/2021 17:00,37.38,28.13,,EPA-63,Wexford Opera House,2021-11-17 17:00:00,2021-11-17,17:00:00,14.200000000000001,28.13,57.5025
227272,18/11/2021 20:00,19.72,16.59,,EPA-63,Wexford Opera House,2021-11-18 20:00:00,2021-11-18,20:00:00,6.47625,16.59,57.5025
227296,19/11/2021 20:00,54.06,49.6,,EPA-63,Wexford Opera House,2021-11-19 20:00:00,2021-11-19,20:00:00,10.129166666666665,49.6,57.5025
227318,20/11/2021 18:00,17.05,15.62,,EPA-63,Wexford Opera House,2021-11-20 18:00:00,2021-11-20,18:00:00,6.2058333333333335,15.62,57.5025
227346,21/11/2021 22:00,17.56,14.19,,EPA-63,Wexford Opera House,2021-11-21 22:00:00,2021-11-21,22:00:00,6.696249999999999,14.19,57.5025
227368,22/11/2021 20:00,67.35,62.38,,EPA-63,Wexford Opera House,2021-11-22 20:00:00,2021-11-22,20:00:00,13.5675,62.38,57.5025
227391,23/11/2021 19:00,69.34,66.22,,EPA-63,Wexford Opera House,2021-11-23 19:00:00,2021-11-23,19:00:00,20.665833333333335,66.22,57.5025
227415,24/11/2021 19:00,21.19,18.19,,EPA-63,Wexford Opera House,2021-11-24 19:00:00,2021-11-24,19:00:00,8.210833333333333,18.19,57.5025
227438,25/11/2021 18:00,55.3,49.44,,EPA-63,Wexford Opera House,2021-11-25 18:00:00,2021-11-25,18:00:00,13.96583333333333,49.44,57.5025
227464,26/11/2021 20:00,24.37,18.6,,EPA-63,Wexford Opera House,2021-11-26 20:00:00,2021-11-26,20:00:00,7.48875,18.6,57.5025
227487,27/11/2021 19:00,25.29,19.31,,EPA-63,Wexford Opera House,2021-11-27 19:00:00,2021-11-27,19:00:00,7.28125,19.31,57.5025
227511,28/11/2021 19:00,28.57,28.18,,EPA-63,Wexford Opera House,2021-11-28 19:00:00,2021-11-28,19:00:00,9.452499999999999,28.18,57.5025
227535,29/11/2021 19:00,36.52,34.77,,EPA-63,Wexford Opera House,2021-11-29 19:00:00,2021-11-29,19:00:00,11.25,34.77,57.5025
227560,30/11/2021 20:00,12.91,11.74,,EPA-63,Wexford Opera House,2021-11-30 20:00:00,2021-11-30,20:00:00,4.270416666666667,11.74,57.5025
227583,01/12/2021 19:00,18.06,12.65,,EPA-63,Wexford Opera House,2021-12-01 19:00:00,2021-12-01,19:00:00,6.570000000000001,12.65,57.5025
227607,02/12/2021 19:00,35.02,29.65,,EPA-63,Wexford Opera House,2021-12-02 19:00:00,2021-12-02,19:00:00,10.339583333333334,29.65,57.5025
227630,03/12/2021 18:00,139.9,133.0,,EPA-63,Wexford Opera House,2021-12-03 18:00:00,2021-12-03,18:00:00,24.93541666666667,133.0,57.5025
227656,04/12/2021 20:00,24.39,22.08,,EPA-63,Wexford Opera House,2021-12-04 20:00:00,2021-12-04,20:00:00,8.172500000000001,22.08,57.5025
227682,05/12/2021 22:00,104.23,99.92,,EPA-63,Wexford Opera House,2021-12-05 22:00:00,2021-12-05,22:00:00,21.331666666666667,99.92,57.5025
227703,06/12/2021 19:00,38.08,34.35,,EPA-63,Wexford Opera House,2021-12-06 19:00:00,2021-12-06,19:00:00,9.869583333333333,34.35,57.5025
227718,07/12/2021 10:00,27.7,14.43,,EPA-63,Wexford Opera House,2021-12-07 10:00:00,2021-12-07,10:00:00,9.880833333333333,14.43,57.5025
227751,08/12/2021 19:00,32.61,25.45,,EPA-63,Wexford Opera House,2021-12-08 19:00:00,2021-12-08,19:00:00,8.436666666666666,25.45,57.5025
227775,09/12/2021 19:00,25.15,21.15,,EPA-63,Wexford Opera House,2021-12-09 19:00:00,2021-12-09,19:00:00,9.105416666666667,21.15,57.5025
227798,10/12/2021 18:00,53.56,47.29,,EPA-63,Wexford Opera House,2021-12-10 18:00:00,2021-12-10,18:00:00,12.650833333333333,47.29,57.5025
227821,11/12/2021 17:00,29.05,21.03,,EPA-63,Wexford Opera House,2021-12-11 17:00:00,2021-12-11,17:00:00,9.395416666666664,21.03,57.5025
227850,12/12/2021 22:00,29.32,16.75,,EPA-63,Wexford Opera House,2021-12-12 22:00:00,2021-12-12,22:00:00,7.437083333333333,16.75,57.5025
227869,13/12/2021 17:00,36.91,33.19,,EPA-63,Wexford Opera House,2021-12-13 17:00:00,2021-12-13,17:00:00,11.158333333333333,33.19,57.5025
227876,14/12/2021 00:00,25.77,23.51,,EPA-63,Wexford Opera House,2021-12-14 00:00:00,2021-12-14,00:00:00,9.902083333333335,23.51,57.5025
227917,15/12/2021 17:00,32.74,27.24,,EPA-63,Wexford Opera House,2021-12-15 17:00:00,2021-12-15,17:00:00,9.862083333333333,27.24,57.5025
227943,16/12/2021 19:00,51.8,47.71,,EPA-63,Wexford Opera House,2021-12-16 19:00:00,2021-12-16,19:00:00,13.523333333333335,47.71,57.5025
227961,17/12/2021 13:00,22.64,19.44,,EPA-63,Wexford Opera House,2021-12-17 13:00:00,2021-12-17,13:00:00,12.853333333333333,19.44,57.5025
227972,18/12/2021 00:00,17.68,15.69,,EPA-63,Wexford Opera House,2021-12-18 00:00:00,2021-12-18,00:00:00,9.219583333333334,15.69,57.5025
227997,19/12/2021 01:00,23.82,21.12,,EPA-63,Wexford Opera House,2021-12-19 01:00:00,2021-12-19,01:00:00,13.363333333333335,21.12,57.5025
228041,20/12/2021 21:00,16.98,14.62,,EPA-63,Wexford Opera House,2021-12-20 21:00:00,2021-12-20,21:00:00,8.15541666666667,14.62,57.5025
228063,21/12/2021 19:00,44.28,37.1,,EPA-63,Wexford Opera House,2021-12-21 19:00:00,2021-12-21,19:00:00,15.812083333333335,37.1,57.5025
228087,22/12/2021 19:00,42.16,28.9,,EPA-63,Wexford Opera House,2021-12-22 19:00:00,2021-12-22,19:00:00,17.39625,28.9,57.5025
228112,23/12/2021 20:00,41.05,26.66,,EPA-63,Wexford Opera House,2021-12-23 20:00:00,2021-12-23,20:00:00,14.888750000000002,26.66,57.5025
228134,24/12/2021 18:00,79.13,71.0,,EPA-63,Wexford Opera House,2021-12-24 18:00:00,2021-12-24,18:00:00,22.500416666666666,71.0,57.5025
228161,25/12/2021 21:00,32.13,26.75,,EPA-63,Wexford Opera House,2021-12-25 21:00:00,2021-12-25,21:00:00,13.419166666666667,26.75,57.5025
228186,26/12/2021 22:00,87.84,85.57,,EPA-63,Wexford Opera House,2021-12-26 22:00:00,2021-12-26,22:00:00,20.594166666666663,85.57,57.5025
